AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,Pre_pm2.5
-1.45892818,-0.276055807,-0.388317076,-0.786501407,-0.378994467,-0.900843638,-0.733896446,0.365731755,-1.040045897,-1.083242824,0.52781604,0.774770826,-0.695287394,-0.600538044,-0.705490728,-0.685289843,0.979376139,1.570927204,-1.083242824
-1.45892818,-0.276055807,-0.388317076,-0.666131908,-0.392471621,-0.900843638,-0.74136395,0.31339186,-1.171125071,-1.354619295,0.753756582,0.774770826,-0.695287394,-0.600538044,-0.684908178,-0.675053796,1.534978598,1.887945551,-1.354619295
-1.478967732,-0.276055807,-0.338985342,-0.786501407,-0.405948774,-0.900843638,-0.748831455,0.365731755,-1.040045897,-1.354619295,0.979697124,0.853785382,-0.695287394,-0.600538044,-0.674616904,-0.664817749,1.257177368,1.570927204,-1.354619295
-1.478967732,-0.276055807,-0.338985342,-0.666131908,-0.365517314,-0.83671661,-0.689091419,0.31339186,-1.171125071,-0.947554589,1.092667395,0.853785382,-0.695287394,-0.600538044,-0.674616904,-0.675053796,1.812779827,1.729436378,-0.947554589
-1.478967732,-0.276055807,-0.388317076,-0.786501407,-0.392471621,-0.913669043,-0.748831455,0.365731755,-1.171125071,-1.083242824,1.092667395,0.932799938,-0.695287394,-0.600538044,-0.674616904,-0.695525889,1.257177368,1.412418031,-1.083242824
-1.478967732,-0.276055807,-0.43764881,-0.786501407,-0.419425928,-0.900843638,-0.756298959,0.365731755,-1.171125071,-1.083242824,0.866726853,0.932799938,-0.695287394,-0.600538044,-0.684908178,-0.644345656,1.396077983,1.570927204,-1.083242824
-1.519046836,-0.276055807,-0.43764881,-0.786501407,-0.378994467,-0.913669043,-0.748831455,0.41807165,-1.236664658,-1.083242824,0.979697124,0.932799938,-0.695287394,-0.600538044,-0.674616904,-0.644345656,1.257177368,1.887945551,-1.083242824
-1.499007284,-0.276055807,-0.388317076,-0.666131908,-0.378994467,-0.823891204,-0.689091419,0.365731755,-1.171125071,-1.083242824,1.318607937,0.932799938,-0.695287394,-0.600538044,-0.684908178,-0.695525889,1.673879213,2.204963898,-1.083242824
-1.45892818,-0.276055807,-0.43764881,-0.666131908,-0.405948774,-0.811065799,-0.696558923,0.41807165,-0.97450631,-1.083242824,1.205637666,0.774770826,-0.695287394,-0.600538044,-0.684908178,-0.695525889,1.534978598,2.046454725,-1.083242824
-1.45892818,-0.276055807,-0.486980544,-0.786501407,-0.378994467,-0.849542015,-0.704026428,0.41807165,-0.97450631,-1.083242824,0.640786311,0.774770826,-0.695287394,-0.600538044,-0.684908178,-0.695525889,2.229481671,2.363473072,-1.083242824
-1.478967732,-0.276055807,-0.486980544,-0.786501407,-0.378994467,-0.849542015,-0.704026428,0.470411545,-1.105585484,-0.947554589,1.318607937,0.774770826,-0.57686747,-0.600538044,-0.674616904,-0.63410961,0.562674295,1.412418031,-0.947554589
-1.418849075,-0.276055807,-0.536312277,-0.786501407,-0.392471621,-0.811065799,-0.689091419,0.41807165,-1.302204245,-1.083242824,1.770489021,0.853785382,-0.695287394,-0.600538044,-0.695199453,-0.726234029,1.673879213,2.204963898,-1.083242824
-1.478967732,-0.276055807,-0.536312277,-0.786501407,-0.392471621,-0.888018232,-0.733896446,0.470411545,-1.171125071,-1.354619295,1.318607937,0.932799938,-0.695287394,-0.600538044,-0.695199453,-0.675053796,1.673879213,2.046454725,-1.354619295
-1.478967732,-0.276055807,-0.536312277,-0.786501407,-0.392471621,-0.913669043,-0.748831455,0.470411545,-1.171125071,-1.083242824,1.65751875,0.932799938,-0.695287394,-0.600538044,-0.695199453,-0.623873563,1.951680442,1.887945551,-1.083242824
-1.478967732,-0.276055807,-0.585644011,-0.786501407,-0.432903081,-0.926494449,-0.778701473,0.52275144,-1.367743832,-1.490307531,1.65751875,0.932799938,-0.57686747,-0.600538044,-0.705490728,-0.715997983,0.979376139,1.412418031,-1.490307531
-1.478967732,-0.276055807,-0.585644011,-0.786501407,-0.405948774,-0.900843638,-0.748831455,0.52275144,-1.498823006,-1.490307531,0.979697124,0.853785382,-0.221607698,-0.600538044,-0.674616904,-0.664817749,2.090581057,1.570927204,-1.490307531
-1.478967732,-0.276055807,-0.634975745,-0.786501407,-0.378994467,-0.977796071,-0.778701473,0.52275144,-1.302204245,-1.490307531,1.092667395,0.853785382,-0.340027622,-0.600538044,-0.695199453,-0.715997983,1.673879213,1.729436378,-1.490307531
-1.45892818,-0.276055807,-0.634975745,-0.906870906,-0.419425928,-0.990621476,-0.808571491,0.470411545,-1.171125071,-1.490307531,0.753756582,0.774770826,-0.221607698,-0.600538044,-0.684908178,-0.715997983,1.534978598,1.570927204,-1.490307531
-1.418849075,-0.276055807,-0.634975745,-0.786501407,-0.392471621,-0.964970665,-0.786168977,0.470411545,-1.236664658,-1.354619295,0.753756582,0.695756271,-0.340027622,-0.600538044,-0.695199453,-0.685289843,0.979376139,1.570927204,-1.354619295
-1.398809523,-0.276055807,-0.486980544,-0.786501407,-0.419425928,-0.939319854,-0.778701473,0.365731755,-1.236664658,-1.354619295,1.092667395,0.853785382,-0.340027622,-0.600538044,-0.654034354,-0.552221237,1.534978598,1.095399684,-1.354619295
-1.358730419,-0.276055807,-0.43764881,-0.666131908,-0.432903081,-0.734113365,-0.666688906,0.31339186,-1.105585484,-0.947554589,0.866726853,0.853785382,-0.221607698,-0.600538044,-0.695199453,-0.685289843,1.257177368,1.412418031,-0.947554589
-1.358730419,-0.276055807,-0.19099014,-0.545762409,-0.392471621,-0.567383093,-0.547208834,0.261051965,-1.302204245,-1.083242824,1.431578208,0.853785382,-0.221607698,-0.600538044,-0.705490728,-0.685289843,2.646183516,2.204963898,-1.083242824
-1.378769971,-0.276055807,-0.240321874,-0.545762409,-0.392471621,-0.644335526,-0.592013861,0.261051965,-1.105585484,-1.354619295,1.092667395,0.853785382,-0.221607698,-0.600538044,-0.705490728,-0.726234029,2.646183516,2.521982245,-1.354619295
-1.358730419,-0.276055807,-0.289653608,-0.666131908,-0.378994467,-0.580208498,-0.547208834,0.261051965,-1.302204245,-1.354619295,1.205637666,0.853785382,-0.221607698,-0.600538044,-0.715782002,-0.767178216,1.812779827,2.363473072,-1.354619295
-1.358730419,-0.276055807,-0.240321874,-0.545762409,-0.365517314,-0.580208498,-0.53974133,0.261051965,-0.97450631,-1.490307531,0.188905227,0.853785382,-0.221607698,-0.600538044,-0.726073277,-0.685289843,0.979376139,2.046454725,-1.490307531
-1.318651315,-0.276055807,-0.19099014,-0.545762409,-0.378994467,-0.477605254,-0.487468798,0.261051965,-0.581268787,-1.354619295,0.414845769,0.774770826,-0.221607698,-0.600538044,-0.736364552,-0.63410961,0.284873065,1.412418031,-1.354619295
-1.318651315,-0.276055807,-0.092326673,-0.42539291,-0.378994467,-0.387827415,-0.435196267,0.261051965,-0.712347962,-1.354619295,0.075934956,0.774770826,-0.103187773,-0.600538044,-0.726073277,-0.705761936,0.42377368,1.253908857,-1.354619295
-1.298611763,-0.276055807,-0.19099014,-0.545762409,-0.365517314,-0.490430659,-0.487468798,0.20871207,-0.450189613,-0.947554589,0.075934956,0.853785382,-0.221607698,-0.600538044,-0.715782002,-0.695525889,0.562674295,1.253908857,-0.947554589
-1.258532658,-0.276055807,-0.19099014,-0.42539291,-0.365517314,-0.387827415,-0.427728762,0.156372175,-0.712347962,-0.811866354,0.301875498,0.853785382,-0.221607698,-0.600538044,-0.695199453,-0.715997983,1.257177368,1.253908857,-0.811866354
-1.218453554,-0.276055807,-0.19099014,-0.545762409,-0.35204016,-0.528906876,-0.502403807,0.20871207,-0.712347962,-0.676178118,0.640786311,0.774770826,-0.221607698,-0.600538044,-0.664325629,-0.593165423,0.145972451,0.93689051,-0.676178118
-1.17837445,-0.276055807,-0.19099014,-0.42539291,-0.338563007,-0.439129037,-0.450131276,0.20871207,-1.040045897,-0.676178118,1.65751875,0.853785382,-0.221607698,-0.600538044,-0.684908178,-0.675053796,0.70157491,1.412418031,-0.676178118
-1.17837445,-0.276055807,-0.092326673,-0.42539291,-0.365517314,-0.439129037,-0.45759878,0.20871207,-0.777887549,-0.811866354,0.753756582,0.853785382,-0.221607698,-0.600538044,-0.684908178,-0.767178216,1.257177368,1.253908857,-0.811866354
-1.118255794,-0.276055807,-0.042994939,-0.42539291,-0.365517314,-0.426303632,-0.45759878,0.20871207,-1.171125071,-0.676178118,1.431578208,0.853785382,-0.221607698,-0.600538044,-0.674616904,-0.705761936,1.118276754,1.412418031,-0.676178118
-1.058137137,-0.276055807,-0.338985342,-0.545762409,-0.365517314,-0.631510121,-0.569611347,0.20871207,-1.105585484,-0.811866354,1.318607937,0.932799938,-0.221607698,-0.600538044,-0.715782002,-0.726234029,1.534978598,1.887945551,-0.811866354
-1.058137137,-0.276055807,-0.388317076,-0.786501407,-0.35204016,-0.657160932,-0.584546356,0.261051965,-0.843427136,-0.947554589,1.544548479,0.932799938,-0.340027622,-0.600538044,-0.684908178,-0.664817749,1.396077983,2.204963898,-0.947554589
-1.118255794,-0.276055807,-0.338985342,-0.666131908,-0.35204016,-0.695637148,-0.599481365,0.261051965,-1.302204245,-0.947554589,1.205637666,0.932799938,-0.340027622,-0.600538044,-0.684908178,-0.705761936,0.979376139,1.729436378,-0.947554589
-1.118255794,-0.276055807,-0.43764881,-0.666131908,-0.378994467,-0.746938771,-0.644286392,0.31339186,-1.171125071,-0.947554589,1.544548479,1.011814493,-0.221607698,-0.600538044,-0.705490728,-0.675053796,0.42377368,1.570927204,-0.947554589
-1.138295346,-0.276055807,-0.388317076,-0.786501407,-0.405948774,-0.798240393,-0.696558923,0.31339186,-1.171125071,-1.083242824,2.109399834,1.011814493,-0.221607698,-0.600538044,-0.715782002,-0.726234029,0.562674295,1.095399684,-1.083242824
-1.138295346,-0.276055807,-0.43764881,-0.666131908,-0.405948774,-0.83671661,-0.711493932,0.31339186,-0.646808375,-1.354619295,2.222370105,1.090829049,-0.340027622,-0.600538044,-0.736364552,-0.797886355,0.562674295,1.095399684,-1.354619295
-1.158334898,-0.276055807,-0.634975745,-0.786501407,-0.419425928,-1.003446882,-0.816038995,0.41807165,-1.367743832,-1.083242824,1.544548479,1.011814493,-1.40580694,-0.600538044,-0.684908178,-0.726234029,0.840475524,0.93689051,-1.083242824
-1.158334898,-0.276055807,-0.634975745,-0.786501407,-0.419425928,-1.029097693,-0.830974004,0.470411545,-1.171125071,-1.083242824,1.431578208,1.090829049,-1.524226864,-0.600538044,-0.705490728,-0.593165423,0.840475524,0.93689051,-1.083242824
-1.17837445,-0.276055807,-0.536312277,-0.786501407,-0.459857389,-1.003446882,-0.838441508,0.41807165,-1.302204245,-1.354619295,1.544548479,1.090829049,-1.524226864,-0.600538044,-0.654034354,-0.593165423,0.562674295,0.93689051,-1.354619295
-1.198414002,-0.276055807,-0.536312277,-0.786501407,-0.432903081,-1.029097693,-0.838441508,0.41807165,-1.105585484,-1.083242824,1.65751875,1.011814493,-1.40580694,-0.600538044,-0.674616904,-0.664817749,1.534978598,0.778381336,-1.083242824
-1.158334898,-0.276055807,-0.536312277,-0.786501407,-0.432903081,-1.003446882,-0.8235065,0.41807165,-1.105585484,-1.083242824,1.65751875,1.011814493,-1.40580694,-0.600538044,-0.674616904,-0.675053796,0.979376139,0.778381336,-1.083242824
-1.138295346,-0.276055807,-0.289653608,-0.666131908,-0.405948774,-0.785414987,-0.681623915,0.31339186,-1.105585484,-1.083242824,1.431578208,0.932799938,-1.40580694,-0.600538044,-0.695199453,-0.705761936,0.70157491,0.93689051,-1.083242824
-1.138295346,-0.276055807,0.006336795,-0.42539291,-0.392471621,-0.554557687,-0.53974133,0.156372175,-1.171125071,-0.947554589,1.318607937,0.932799938,-1.40580694,-0.600538044,-0.684908178,-0.644345656,0.284873065,1.095399684,-0.947554589
-1.118255794,-0.276055807,-0.042994939,-0.42539291,-0.378994467,-0.631510121,-0.569611347,0.156372175,-1.302204245,-1.083242824,0.979697124,0.932799938,-1.40580694,-0.600538044,-0.674616904,-0.675053796,0.70157491,1.412418031,-1.083242824
-1.058137137,-0.276055807,-0.042994939,-0.545762409,-0.378994467,-0.451954443,-0.472533789,0.156372175,-1.498823006,-1.083242824,0.640786311,0.932799938,-1.287387016,-0.600538044,-0.664325629,-0.685289843,0.70157491,0.93689051,-1.083242824
-1.098216241,-0.276055807,-0.042994939,-0.42539291,-0.378994467,-0.593033904,-0.554676338,0.156372175,-1.236664658,-1.354619295,0.866726853,0.932799938,-1.287387016,-0.600538044,-0.664325629,-0.664817749,-0.131828779,0.778381336,-1.354619295
-1.038097585,-0.276055807,0.055668529,-0.42539291,-0.365517314,-0.451954443,-0.465066285,0.051692385,-1.236664658,-1.083242824,0.753756582,1.011814493,-1.40580694,-0.600538044,-0.695199453,-0.818358449,0.284873065,0.93689051,-1.083242824
-1.018058033,-0.276055807,0.006336795,-0.545762409,-0.35204016,-0.593033904,-0.53974133,0.156372175,-1.236664658,-1.490307531,0.866726853,1.090829049,-1.40580694,-0.600538044,-0.715782002,-0.746706122,1.534978598,2.204963898,-1.490307531
-0.998018481,-0.276055807,0.006336795,-0.545762409,-0.378994467,-0.567383093,-0.53974133,0.156372175,-1.171125071,-1.354619295,0.52781604,1.011814493,-1.287387016,-0.600538044,-0.715782002,-0.695525889,1.812779827,1.570927204,-1.354619295
-1.018058033,-0.276055807,0.105000263,-0.42539291,-0.405948774,-0.516081471,-0.517338816,0.156372175,-1.236664658,-1.083242824,0.753756582,1.011814493,-1.40580694,-0.600538044,-0.705490728,-0.767178216,0.562674295,1.095399684,-1.083242824
-0.998018481,-0.276055807,0.105000263,-0.545762409,-0.405948774,-0.554557687,-0.547208834,0.156372175,-1.105585484,-1.083242824,0.753756582,1.090829049,-1.287387016,-0.600538044,-0.726073277,-0.705761936,0.42377368,1.570927204,-1.083242824
-0.977978929,-0.276055807,0.105000263,-0.545762409,-0.365517314,-0.426303632,-0.450131276,0.10403228,-1.433283419,-0.811866354,1.205637666,1.090829049,-1.40580694,-0.600538044,-0.684908178,-0.685289843,1.257177368,1.095399684,-0.811866354
-0.977978929,-0.276055807,0.105000263,-0.545762409,-0.378994467,-0.567383093,-0.532273825,0.156372175,-1.433283419,-1.083242824,0.753756582,1.169843605,-1.287387016,-0.600538044,-0.705490728,-0.756942169,1.118276754,2.046454725,-1.083242824
-0.937899824,-0.276055807,0.154331997,-0.42539291,-0.378994467,-0.490430659,-0.494936303,0.10403228,-0.908966723,-0.947554589,0.866726853,1.090829049,-1.287387016,-0.600538044,-0.695199453,-0.664817749,0.562674295,2.046454725,-0.947554589
-0.877781168,-0.276055807,0.055668529,-0.545762409,-0.432903081,-0.516081471,-0.53974133,0.10403228,-0.908966723,-1.083242824,0.414845769,1.011814493,-1.287387016,-0.600538044,-0.726073277,-0.756942169,1.951680442,2.046454725,-1.083242824
-0.817662512,-0.276055807,-0.042994939,-0.545762409,-0.392471621,-0.60585931,-0.569611347,0.156372175,-0.908966723,-1.354619295,0.414845769,0.932799938,-1.287387016,-0.600538044,-0.705490728,-0.675053796,1.673879213,1.887945551,-1.354619295
-0.757543855,-0.276055807,-0.042994939,-0.666131908,-0.432903081,-0.631510121,-0.614416374,0.156372175,-1.040045897,-1.083242824,0.188905227,0.932799938,-1.287387016,-0.600538044,-0.674616904,-0.675053796,1.534978598,2.046454725,-1.083242824
-0.697425199,-0.276055807,-0.141658406,-0.666131908,-0.405948774,-0.72128796,-0.644286392,0.20871207,-0.777887549,-1.083242824,0.414845769,1.011814493,-1.40580694,-0.600538044,-0.664325629,-0.685289843,1.396077983,2.204963898,-1.083242824
-0.657346095,-0.276055807,-0.289653608,-0.786501407,-0.378994467,-0.772589582,-0.659221401,0.20871207,-0.712347962,-1.083242824,0.075934956,1.011814493,-1.287387016,-0.600538044,-0.715782002,-0.808122402,0.007071836,1.729436378,-1.083242824
-0.617266991,-0.276055807,-0.388317076,-0.786501407,-0.405948774,-0.811065799,-0.696558923,0.20871207,-0.581268787,-1.354619295,-0.150005586,0.932799938,-1.287387016,-0.600538044,-0.674616904,-0.756942169,0.562674295,1.729436378,-1.354619295
-0.577187886,-0.276055807,-0.289653608,-0.786501407,-0.217268625,-0.823891204,-0.599481365,0.20871207,-0.843427136,-1.354619295,-0.037035315,0.932799938,-0.695287394,-0.600538044,-0.664325629,-0.654581703,-0.409630008,0.461362989,-1.354619295
-0.617266991,2.908687391,-0.289653608,-0.305023411,-0.217268625,-0.798240393,-0.584546356,0.051692385,-1.105585484,-1.490307531,-0.037035315,1.090829049,-0.813707319,2.230617213,-0.736364552,-0.818358449,-0.826331852,-0.331182878,-1.490307531
-0.617266991,0.360892833,-0.388317076,-0.545762409,-0.244222932,-0.695637148,-0.53974133,-0.00064751,-1.433283419,-1.490307531,0.075934956,1.24885816,-0.813707319,0.343180375,-0.705490728,-0.746706122,0.145972451,0.144344642,-1.490307531
-0.537108782,-0.276055807,-0.536312277,-0.666131908,-0.244222932,-0.541732282,-0.450131276,-0.00064751,-1.236664658,-1.490307531,-0.150005586,0.774770826,-0.57686747,-0.600538044,-0.592286706,-0.685289843,-0.131828779,1.253908857,-1.490307531
-0.597227439,0.997841472,0.055668529,0.417193583,-0.069019936,-0.16979552,-0.143963592,-0.471706565,-1.433283419,-1.354619295,-0.262975857,0.853785382,-0.695287394,0.815039585,-0.695199453,1.33121134,-0.965232467,-0.648201225,-1.354619295
-0.697425199,1.634790112,1.535620545,1.620888574,1.696487179,1.984872615,2.170962794,-1.382420738,-1.171125071,-0.947554589,-0.150005586,1.327872716,0.015232151,1.758758004,1.291016558,1.341447386,-0.965232467,-0.648201225,-0.947554589
-0.657346095,2.908687391,6.271466996,5.95419054,8.300292417,3.267413171,6.502115388,-1.617950265,-1.040045897,-0.133425177,-0.037035315,1.327872716,1.67311109,4.589913261,1.033734691,-0.971899148,-0.826331852,-1.123728746,-0.133425177
-0.577187886,3.545636031,8.836717158,8.48195002,9.648007772,3.523921283,7.398215925,-1.56561037,-0.450189613,0.273639529,-0.262975857,1.327872716,2.738890408,6.005490889,-0.499665234,-0.695525889,-0.548530623,-1.123728746,0.273639529
-0.256555053,0.360892833,1.831610948,2.10236657,1.96603025,1.087094225,1.722912526,-0.681066145,-1.040045897,-0.947554589,-0.150005586,0.932799938,1.199431393,1.286898794,-0.602577981,-0.562457283,0.70157491,1.095399684,-0.947554589
0.284512855,-0.276055807,-0.240321874,-0.42539291,0.025320139,-0.541732282,-0.300781186,-0.1053273,-0.97450631,-1.128472236,-0.262975857,-0.331432953,0.133652075,-0.600538044,-0.530539058,0.880825289,0.42377368,0.461362989,-1.128472236
0.545027032,-0.594530126,-0.289653608,-0.42539291,-0.03308086,-0.610134445,-0.372967063,-0.026817458,-1.138355278,-1.309389883,-0.262975857,-1.042563955,-0.162397735,-0.600538044,-0.427626312,0.798936916,0.979376139,-0.965219572,-1.309389883
0.745422553,-0.913004446,-0.338985342,-0.42539291,-0.091481858,-0.678536608,-0.44515294,0.051692385,-1.302204245,-1.490307531,-0.262975857,-1.437636733,-0.458447546,-0.600538044,0.817617923,0.932005522,2.78508413,1.412418031,-1.490307531
0.785501658,-0.276055807,-0.43764881,-0.666131908,-0.149882857,-0.746938771,-0.517338816,0.051692385,-1.498823006,-1.490307531,-0.262975857,-1.516651289,-0.57686747,-0.600538044,0.025189774,-0.654581703,0.70157491,0.619872163,-1.490307531
0.023998677,0.360892833,0.992971473,1.380149576,-0.001634168,2.497888837,1.424212347,-0.31468688,0.008587496,-0.201269294,-0.262975857,-0.252418398,2.383630635,0.815039585,-0.64374308,-0.582929377,-0.270729393,-0.806710399,-0.201269294
0.003959125,0.360892833,1.239630142,1.981997071,0.052274446,3.139159116,1.79758757,-0.21000709,1.515997999,1.087768942,-0.262975857,-0.094389286,2.383630635,1.286898794,-0.726073277,1.924902043,-1.104133082,-0.806710399,1.087768942
-0.076199083,0.360892833,1.782279214,3.42643106,0.780040738,5.062969951,3.36576351,-1.230635042,1.974775108,1.359145413,-0.262975857,0.063639825,2.975730256,1.758758004,0.61179243,0.870589242,1.257177368,-1.123728746,1.359145413
-0.096238636,-0.276055807,1.387625343,1.981997071,0.281386057,3.523921283,2.170962794,-1.04744541,2.040314696,0.952080706,-0.262975857,-0.094389286,1.199431393,0.815039585,1.054317241,1.116254361,2.229481671,2.046454725,0.952080706
-0.356752813,-0.276055807,1.486288811,1.981997071,0.254431749,3.523921283,2.170962794,-1.293442916,2.17139387,1.494833648,-0.262975857,0.221668936,1.909950938,0.815039585,1.167521262,1.157198547,2.507282901,2.363473072,1.494833648
-0.537108782,0.360892833,2.028937884,2.463475067,0.631792049,3.652175338,2.469662973,-1.602248297,2.236933457,1.494833648,-0.262975857,0.537727159,1.909950938,1.286898794,1.198395086,1.20837878,-0.409630008,1.729436378,1.494833648
-0.617266991,0.360892833,2.571586956,2.944953064,1.561715644,3.523921283,2.843038197,-1.665056171,2.17139387,1.494833648,-0.262975857,0.616741715,2.383630635,1.286898794,1.321890382,-0.715997983,-0.965232467,0.461362989,1.494833648
-0.637306543,0.360892833,2.818245626,3.185692062,1.96603025,3.395667227,3.067063331,-1.67552415,2.82678974,1.494833648,-0.262975857,0.616741715,2.620470484,1.758758004,1.352764206,1.167434594,0.70157491,0.461362989,1.494833648
-0.637306543,0.360892833,3.064904295,3.42643106,2.639887927,3.267413171,3.36576351,-1.67029016,2.499091805,1.766210119,-0.262975857,0.616741715,2.265210711,1.758758004,1.239560185,1.23908692,-0.548530623,-0.172673705,1.766210119
-0.697425199,0.360892833,2.571586956,3.306061561,2.235573321,2.626142893,2.693688107,-1.633652234,2.761250153,1.766210119,-0.262975857,0.695756271,2.738890408,1.758758004,1.198395086,1.157198547,0.562674295,0.302853816,1.766210119
-0.737504303,0.360892833,1.831610948,2.463475067,1.292172573,2.497888837,2.170962794,-1.67552415,2.040314696,1.766210119,-0.262975857,0.616741715,2.265210711,1.286898794,1.208686361,1.249322967,0.840475524,1.729436378,1.766210119
-0.817662512,0.360892833,0.499654134,1.139410578,-0.230745778,1.856618559,0.976162078,-1.539440423,1.974775108,1.359145413,-0.262975857,0.695756271,4.278349423,0.343180375,1.249851459,1.218614827,0.840475524,1.570927204,1.359145413
-0.817662512,0.997841472,0.647649335,1.500519075,-0.136405703,1.984872615,1.050837123,-1.623184255,1.974775108,1.630521883,-0.262975857,0.774770826,3.09415018,1.286898794,1.22926891,1.228850874,-0.826331852,-0.489692052,1.630521883
-0.89782072,-0.276055807,-0.388317076,0.056085086,0.079228753,1.343602336,0.826811989,-1.330080843,1.778156347,0.409327765,-0.262975857,0.932799938,1.554691166,-0.128678834,-0.983355144,-0.767178216,-1.104133082,-0.806710399,0.409327765
-0.917860272,-0.276055807,-0.43764881,-0.064284413,-0.3116087,0.317569891,0.005386497,-0.995105515,1.778156347,0.680704236,-0.262975857,1.011814493,0.962591545,-0.128678834,-0.715782002,-0.664817749,-0.826331852,-0.489692052,0.680704236
-0.937899824,-0.276055807,-0.43764881,-0.064284413,-0.338563007,0.189315836,-0.069288548,-0.890425725,2.236933457,0.545016,-0.262975857,1.090829049,0.607331772,-0.128678834,-0.818694749,-0.808122402,-0.965232467,-0.648201225,0.545016
-0.977978929,-0.276055807,-0.585644011,-0.42539291,-0.3116087,0.574078003,0.154736586,-0.890425725,0.795062541,0.002263059,-0.262975857,1.327872716,0.252071999,-0.600538044,-1.014228968,-0.644345656,-0.965232467,-1.123728746,0.002263059
-0.977978929,-0.913004446,-0.338985342,-0.305023411,-0.217268625,1.215348281,0.602786855,-1.099785305,0.205206257,-0.133425177,-0.262975857,1.327872716,2.502050559,-0.600538044,1.723250094,1.740653204,-0.965232467,-1.123728746,-0.133425177
-0.977978929,-0.913004446,-0.486980544,-0.42539291,-0.163360011,0.830586114,0.453436765,-0.83808583,0.074127083,0.002263059,-0.262975857,1.327872716,2.620470484,-0.600538044,1.877619214,1.986318323,-0.965232467,-0.965219572,0.002263059
-0.917860272,-0.276055807,0.055668529,0.296824084,0.038797293,0.830586114,0.52811181,-0.83808583,0.13966667,0.409327765,-0.262975857,1.090829049,1.317851317,-0.128678834,0.92053067,0.829645056,-0.409630008,-0.331182878,0.409327765
-0.617266991,-0.276055807,0.696981069,1.019041079,0.402680438,0.702332058,0.602786855,-0.83808583,0.008587496,0.273639529,-0.262975857,0.458712604,0.962591545,0.343180375,0.848491747,0.788700869,-0.687431237,-0.331182878,0.273639529
-0.276594605,-0.276055807,0.400990666,0.657932581,0.348771824,0.95884017,0.752136944,-0.576386355,0.074127083,-0.133425177,-0.262975857,-0.094389286,2.383630635,-0.128678834,1.105773614,1.761125297,-0.548530623,-0.806710399,-0.133425177
-0.396831917,-0.276055807,-0.486980544,-0.184653912,-0.12292855,0.189315836,0.080061542,-0.31468688,-0.646808375,-0.676178118,-0.262975857,0.142654381,1.67311109,-0.600538044,-0.95248132,-0.920718915,-0.409630008,-0.172673705,-0.676178118
